Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
Prostate,Males,all ages (15 to 99),2014-18,3508.0,Central,96.6,0.7,94.8,97.7
Prostate,Males,all ages (15 to 99),2014-18,3509.0,Central East,93.2,0.9,91.1,94.8
Prostate,Males,all ages (15 to 99),2014-18,3510.0,South East,89,1.7,85.1,91.9
Prostate,Males,all ages (15 to 99),2014-18,3511.0,Champlain,91.6,1.1,89.1,93.6
Prostate,Males,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,92.3,1.6,88.4,94.9
Prostate,Males,all ages (15 to 99),2014-18,3513.0,North East,86.2,1.6,82.7,89.1
Prostate,Males,all ages (15 to 99),2014-18,3514.0,North West,76.5,3.6,68.6,82.6
Prostate,Males,all ages (15 to 99),2014-18,35.0,Ontario,92.1,0.3,91.4,92.8
Prostate,Males,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Prostate,Males,15 to 29,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Prostate,Males,30 to 39,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,3501.0,Erie St Clair,83,8,59.8,93.5
Prostate,Males,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,96.4,3.6,76.4,99.5
Prostate,Males,40 to 49,2014-18,3505.0,Central West,97.4,2.8,79.8,99.7
Prostate,Males,40 to 49,2014-18,3506.0,Mississauga Halton,91.2,5.4,72.4,97.4
Prostate,Males,40 to 49,2014-18,3507.0,Toronto Central,100,0,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,3508.0,Central,100,0,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,3509.0,Central East,97.6,2.5,82.9,99.7
Prostate,Males,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,3511.0,Champlain,90.5,5.7,70.7,97.2
Prostate,Males,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,3513.0,North East,100,0,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Prostate,Males,40 to 49,2014-18,35.0,Ontario,94.9,1.4,91.4,97
Prostate,Males,50 to 59,2014-18,3501.0,Erie St Clair,96.9,1.8,90.7,99
Prostate,Males,50 to 59,2014-18,3502.0,South West,95.4,1.6,90.9,97.7
Prostate,Males,50 to 59,2014-18,3503.0,Waterloo Wellington,93.9,2.3,87.3,97.1
Prostate,Males,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,94.9,1.5,90.9,97.2
Prostate,Males,50 to 59,2014-18,3505.0,Central West,98.4,1.3,91.8,99.7
Prostate,Males,50 to 59,2014-18,3506.0,Mississauga Halton,97.7,1.2,93.9,99.2
Prostate,Males,50 to 59,2014-18,3507.0,Toronto Central,96.4,1.4,92.5,98.3
Prostate,Males,50 to 59,2014-18,3508.0,Central,99.8,0.4,86.3,100
Prostate,Males,50 to 59,2014-18,3509.0,Central East,98,1.1,94.3,99.3
Prostate,Males,50 to 59,2014-18,3510.0,South East,95.9,2.1,89.2,98.5
Prostate,Males,50 to 59,2014-18,3511.0,Champlain,93.2,1.6,89.3,95.7
Prostate,Males,50 to 59,2014-18,3512.0,North Simcoe Muskoka,92.5,2.7,84.9,96.3
Prostate,Males,50 to 59,2014-18,3513.0,North East,88.1,2.9,80.9,92.8
Prostate,Males,50 to 59,2014-18,3514.0,North West,84.4,6.5,66.1,93.3
Prostate,Males,50 to 59,2014-18,35.0,Ontario,96.2,0.4,95.2,97
Prostate,Males,60 to 69,2014-18,3501.0,Erie St Clair,97.1,1.4,92.7,98.8
Prostate,Males,60 to 69,2014-18,3502.0,South West,93.3,1.4,89.9,95.6
Prostate,Males,60 to 69,2014-18,3503.0,Waterloo Wellington,93.8,1.8,89,96.5
Prostate,Males,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,94.3,1.2,91.4,96.2
Prostate,Males,60 to 69,2014-18,3505.0,Central West,96.9,1.2,93.5,98.5
Prostate,Males,60 to 69,2014-18,3506.0,Mississauga Halton,98.4,0.9,95.4,99.5
Prostate,Males,60 to 69,2014-18,3507.0,Toronto Central,97.3,1.1,94.1,98.8
Prostate,Males,60 to 69,2014-18,3508.0,Central,99.8,0.7,61.9,100
Prostate,Males,60 to 69,2014-18,3509.0,Central East,95.3,1.1,92.7,97
Prostate,Males,60 to 69,2014-18,3510.0,South East,93.5,2,88.4,96.4
Prostate,Males,60 to 69,2014-18,3511.0,Champlain,98.5,1,94.5,99.6
Prostate,Males,60 to 69,2014-18,3512.0,North Simcoe Muskoka,97.5,1.5,92.2,99.2
Prostate,Males,60 to 69,2014-18,3513.0,North East,94.5,1.8,89.7,97.1
Prostate,Males,60 to 69,2014-18,3514.0,North West,86,4.5,74.3,92.6
Prostate,Males,60 to 69,2014-18,35.0,Ontario,96.6,0.4,95.8,97.3
Prostate,Males,70 to 79,2014-18,3501.0,Erie St Clair,90.5,2.7,83.6,94.6
Prostate,Males,70 to 79,2014-18,3502.0,South West,95.5,1.5,91.5,97.7
Prostate,Males,70 to 79,2014-18,3503.0,Waterloo Wellington,89,3,81.3,93.7
Prostate,Males,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,94.8,1.9,89.6,97.4
Prostate,Males,70 to 79,2014-18,3505.0,Central West,93.4,2.6,85.9,97
Prostate,Males,70 to 79,2014-18,3506.0,Mississauga Halton,96.8,1.9,90,99
Prostate,Males,70 to 79,2014-18,3507.0,Toronto Central,95,2.2,88.2,98
Prostate,Males,70 to 79,2014-18,3508.0,Central,98.6,1.4,90.2,99.8
Prostate,Males,70 to 79,2014-18,3509.0,Central East,94.8,1.7,90,97.3
Prostate,Males,70 to 79,2014-18,3510.0,South East,89.2,3.2,80.8,94
Prostate,Males,70 to 79,2014-18,3511.0,Champlain,91.6,2.1,86.4,94.9
Prostate,Males,70 to 79,2014-18,3512.0,North Simcoe Muskoka,94.2,2.5,86.8,97.5
Prostate,Males,70 to 79,2014-18,3513.0,North East,88.8,2.6,82.4,92.9
Prostate,Males,70 to 79,2014-18,3514.0,North West,76.7,6.5,60.9,86.7
Prostate,Males,70 to 79,2014-18,35.0,Ontario,94.3,0.6,92.9,95.4
Prostate,Males,80 plus,2014-18,3501.0,Erie St Clair,65.9,6.8,50.9,77.3
Prostate,Males,80 plus,2014-18,3502.0,South West,68.1,5.3,56.5,77.2
Prostate,Males,80 plus,2014-18,3503.0,Waterloo Wellington,64,6.7,49.4,75.4
Prostate,Males,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,65.2,4.7,55,73.6
Prostate,Males,80 plus,2014-18,3505.0,Central West,75.4,7.9,55.9,87.2
Prostate,Males,80 plus,2014-18,3506.0,Mississauga Halton,64.7,6.3,50.9,75.6
Prostate,Males,80 plus,2014-18,3507.0,Toronto Central,68.5,5.9,55.3,78.5
Prostate,Males,80 plus,2014-18,3508.0,Central,81,4.7,69.6,88.5
Prostate,Males,80 plus,2014-18,3509.0,Central East,78.4,4.4,68.4,85.6
Prostate,Males,80 plus,2014-18,3510.0,South East,69.2,6.1,55.5,79.5
Prostate,Males,80 plus,2014-18,3511.0,Champlain,76.8,5.4,64.2,85.5
Prostate,Males,80 plus,2014-18,3512.0,North Simcoe Muskoka,74,7.5,55.7,85.7
Prostate,Males,80 plus,2014-18,3513.0,North East,64,6,51.1,74.4
Prostate,Males,80 plus,2014-18,3514.0,North West,47.1,9.6,27.8,64.3
Prostate,Males,80 plus,2014-18,35.0,Ontario,71.9,1.6,68.7,74.9
Stomach,Both sexes,all ages (15 to 99),2014-18,3501.0,Erie St Clair,27.3,3.7,20.3,34.8
Stomach,Both sexes,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,36.5,3.7,29.3,43.7
Stomach,Both sexes,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,28.4,2.5,23.5,33.4
Stomach,Both sexes,all ages (15 to 99),2014-18,3505.0,Central West,36.7,3.6,29.6,43.8
Stomach,Both sexes,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,39.9,3,34.1,45.7
Stomach,Both sexes,all ages (15 to 99),2014-18,3507.0,Toronto Central,36.4,3,30.6,42.2
Stomach,Both sexes,all ages (15 to 99),2014-18,3508.0,Central,47.4,2.4,42.7,52
Stomach,Both sexes,all ages (15 to 99),2014-18,3509.0,Central East,30.9,2.4,26.3,35.6
Stomach,Both sexes,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,all ages (15 to 99),2014-18,3511.0,Champlain,29.5,3.1,23.5,35.7
Stomach,Both sexes,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,all ages (15 to 99),2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,all ages (15 to 99),2014-18,35.0,Ontario,35.3,0.9,33.6,37
Stomach,Males,all ages (15 to 99),2014-18,3501.0,Erie St Clair,29.4,4.9,20.3,39.1
Stomach,Males,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,31.2,4.3,23.1,39.7
Stomach,Males,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,24.4,3,18.8,30.5
Stomach,Males,all ages (15 to 99),2014-18,3505.0,Central West,31.8,4.3,23.6,40.3
Stomach,Males,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,38.4,3.8,31,45.7
Stomach,Males,all ages (15 to 99),2014-18,3507.0,Toronto Central,36.3,3.8,29,43.6
Stomach,Males,all ages (15 to 99),2014-18,3508.0,Central,49.3,3.1,43,55.2
Stomach,Males,all ages (15 to 99),2014-18,3509.0,Central East,28.6,3,22.9,34.5
Stomach,Males,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,all ages (15 to 99),2014-18,3511.0,Champlain,26.1,4,18.7,34.1
Stomach,Males,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Males,all ages (15 to 99),2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,all ages (15 to 99),2014-18,35.0,Ontario,33.3,1.1,31.1,35.4
Stomach,Females,all ages (15 to 99),2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Females,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Females,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,34.4,5,24.8,44.3
Stomach,Females,all ages (15 to 99),2014-18,3505.0,Central West,45.9,5.7,34.6,56.5
Stomach,Females,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,40.7,4.6,31.6,49.5
Stomach,Females,all ages (15 to 99),2014-18,3507.0,Toronto Central,36.6,4.4,28.1,45.1
Stomach,Females,all ages (15 to 99),2014-18,3508.0,Central,44.5,3.7,37.2,51.6
Stomach,Females,all ages (15 to 99),2014-18,3509.0,Central East,32.6,3.9,25.2,40.3
Stomach,Females,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,all ages (15 to 99),2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Females,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Females,all ages (15 to 99),2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,all ages (15 to 99),2014-18,35.0,Ontario,38.7,1.5,35.8,41.6
Stomach,Both sexes,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,15 to 29,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,15 to 29,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,15 to 29,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,30 to 39,2014-18,35.0,Ontario,36.9,5.9,25.5,48.3
Stomach,Males,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,30 to 39,2014-18,35.0,Ontario,42.6,9.2,24.5,59.5
Stomach,Females,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,30 to 39,2014-18,35.0,Ontario,33.1,7.6,19,48
Stomach,Both sexes,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3508.0,Central,62.4,9.4,41.3,77.7
Stomach,Both sexes,40 to 49,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3511.0,Champlain,20.1,8.9,6.4,39.2
Stomach,Both sexes,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,40 to 49,2014-18,35.0,Ontario,44.9,3.6,37.7,51.8
Stomach,Males,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,40 to 49,2014-18,35.0,Ontario,37.9,4.4,29.2,46.4
Stomach,Females,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
