Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
Thyroid,Males,30 to 39,2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,30 to 39,2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,30 to 39,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,30 to 39,2014-18,3565.0,Region of Waterloo,100,0,suppressed,suppressed
Thyroid,Males,30 to 39,2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,30 to 39,2014-18,3568.0,Windsor-Essex County,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,30 to 39,2014-18,3570.0,York Region,100,0,suppressed,suppressed
Thyroid,Males,30 to 39,2014-18,3595.0,Toronto,100,0,suppressed,suppressed
Thyroid,Males,30 to 39,2014-18,35.0,All Ontario,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3530.0,Durham Region,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3536.0,Halton Region,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3537.0,Hamilton,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3544.0,Middlesex-London,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3546.0,Niagara Region,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3551.0,Ottawa,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3553.0,Peel,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3560.0,Simcoe Muskoka,96.8,3.3,77.9,99.6
Thyroid,Females,30 to 39,2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3565.0,Region of Waterloo,97.8,2.2,84.9,99.7
Thyroid,Females,30 to 39,2014-18,3566.0,Wellington-Dufferin-Guelph,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3568.0,Windsor-Essex County,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3570.0,York Region,100,0,suppressed,suppressed
Thyroid,Females,30 to 39,2014-18,3595.0,Toronto,99.9,0.3,70.5,100
Thyroid,Females,30 to 39,2014-18,35.0,All Ontario,99.9,0.2,96.1,100
Thyroid,Both sexes,40 to 49,2014-18,3526.0,Algoma,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3530.0,Durham Region,99.7,1,0.8,100
Thyroid,Both sexes,40 to 49,2014-18,3533.0,Grey-Bruce,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3535.0,Haliburton Kawartha Pine Ridge,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3536.0,Halton Region,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3537.0,Hamilton,96.1,2.9,83.7,99.1
Thyroid,Both sexes,40 to 49,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3544.0,Middlesex-London,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3546.0,Niagara Region,97.9,2.3,83.3,99.8
Thyroid,Both sexes,40 to 49,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3551.0,Ottawa,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3575.0,Southwestern,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3553.0,Peel,99.8,0.6,55.9,100
Thyroid,Both sexes,40 to 49,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3555.0,Peterborough,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3558.0,Eastern Ontario,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3560.0,Simcoe Muskoka,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3561.0,Sudbury,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3562.0,Thunder Bay District,93.8,6.5,58.7,99.2
Thyroid,Both sexes,40 to 49,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3565.0,Region of Waterloo,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3566.0,Wellington-Dufferin-Guelph,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3568.0,Windsor-Essex County,99.2,1.3,83.5,100
Thyroid,Both sexes,40 to 49,2014-18,3570.0,York Region,100,0,suppressed,suppressed
Thyroid,Both sexes,40 to 49,2014-18,3595.0,Toronto,98.9,0.6,97.1,99.6
Thyroid,Both sexes,40 to 49,2014-18,35.0,All Ontario,99.7,0.2,99,99.9
Thyroid,Males,40 to 49,2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3530.0,Durham Region,93.3,7.5,51.1,99.3
Thyroid,Males,40 to 49,2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3536.0,Halton Region,100,0,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3537.0,Hamilton,92,8,52.5,98.9
Thyroid,Males,40 to 49,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3544.0,Middlesex-London,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3546.0,Niagara Region,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3551.0,Ottawa,100,0,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3553.0,Peel,100,0,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3560.0,Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3565.0,Region of Waterloo,100,0,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3568.0,Windsor-Essex County,100,0,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3570.0,York Region,100,0,suppressed,suppressed
Thyroid,Males,40 to 49,2014-18,3595.0,Toronto,96.2,2,89.6,98.6
Thyroid,Males,40 to 49,2014-18,35.0,All Ontario,98.5,0.7,96.3,99.4
Thyroid,Females,40 to 49,2014-18,3526.0,Algoma,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3530.0,Durham Region,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3535.0,Haliburton Kawartha Pine Ridge,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3536.0,Halton Region,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3537.0,Hamilton,97.7,2.3,84.7,99.7
Thyroid,Females,40 to 49,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3544.0,Middlesex-London,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3546.0,Niagara Region,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3551.0,Ottawa,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3575.0,Southwestern,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3553.0,Peel,99.5,0.8,90.8,100
Thyroid,Females,40 to 49,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3558.0,Eastern Ontario,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3560.0,Simcoe Muskoka,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3562.0,Thunder Bay District,92.8,7.4,54.6,99.1
Thyroid,Females,40 to 49,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3565.0,Region of Waterloo,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3566.0,Wellington-Dufferin-Guelph,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3568.0,Windsor-Essex County,98.7,1.7,83.9,99.9
Thyroid,Females,40 to 49,2014-18,3570.0,York Region,100,0,suppressed,suppressed
Thyroid,Females,40 to 49,2014-18,3595.0,Toronto,99.7,0.4,95.7,100
Thyroid,Females,40 to 49,2014-18,35.0,All Ontario,99.9,0.1,97.3,100
Thyroid,Both sexes,50 to 59,2014-18,3526.0,Algoma,94.5,5,70.5,99.1
Thyroid,Both sexes,50 to 59,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3530.0,Durham Region,97.5,1.5,92.3,99.2
Thyroid,Both sexes,50 to 59,2014-18,3533.0,Grey-Bruce,95.4,4.7,70.1,99.4
Thyroid,Both sexes,50 to 59,2014-18,3534.0,Haldimand-Norfolk,100,0,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3535.0,Haliburton Kawartha Pine Ridge,100,0,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3536.0,Halton Region,97.1,2.4,86.1,99.4
Thyroid,Both sexes,50 to 59,2014-18,3537.0,Hamilton,90.4,5.3,72.9,96.9
Thyroid,Both sexes,50 to 59,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3540.0,Chatham-Kent,94.9,5.3,65.5,99.4
Thyroid,Both sexes,50 to 59,2014-18,3541.0,Kingston Frontenac Lennox Addington,100,0,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3543.0,Leeds Grenville and Lanark,93.4,6.9,56.6,99.2
Thyroid,Both sexes,50 to 59,2014-18,3544.0,Middlesex-London,97.4,2.7,80.6,99.7
Thyroid,Both sexes,50 to 59,2014-18,3546.0,Niagara Region,93.6,4.5,75.8,98.4
Thyroid,Both sexes,50 to 59,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3551.0,Ottawa,96.6,2.8,83.1,99.4
Thyroid,Both sexes,50 to 59,2014-18,3575.0,Southwestern,86.8,8.9,55.5,96.7
Thyroid,Both sexes,50 to 59,2014-18,3553.0,Peel,99.8,0.6,64.8,100
Thyroid,Both sexes,50 to 59,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3555.0,Peterborough,95.9,4.9,62.6,99.6
Thyroid,Both sexes,50 to 59,2014-18,3556.0,Porcupine,94.5,5.4,66.5,99.2
Thyroid,Both sexes,50 to 59,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3560.0,Simcoe Muskoka,97,2.3,86.7,99.4
Thyroid,Both sexes,50 to 59,2014-18,3561.0,Sudbury,100,0,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3562.0,Thunder Bay District,100,0,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3565.0,Region of Waterloo,99.3,1.6,56.9,100
Thyroid,Both sexes,50 to 59,2014-18,3566.0,Wellington-Dufferin-Guelph,95.9,3.7,77.4,99.3
Thyroid,Both sexes,50 to 59,2014-18,3568.0,Windsor-Essex County,98.4,2.3,75.7,99.9
Thyroid,Both sexes,50 to 59,2014-18,3570.0,York Region,100,0,suppressed,suppressed
Thyroid,Both sexes,50 to 59,2014-18,3595.0,Toronto,99.3,0.6,96.5,99.8
Thyroid,Both sexes,50 to 59,2014-18,35.0,All Ontario,98.9,0.4,97.8,99.5
Thyroid,Males,50 to 59,2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3530.0,Durham Region,94.7,4.1,77.3,98.8
Thyroid,Males,50 to 59,2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3536.0,Halton Region,93.2,5.8,67.5,98.7
Thyroid,Males,50 to 59,2014-18,3537.0,Hamilton,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3544.0,Middlesex-London,100,0,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3546.0,Niagara Region,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3551.0,Ottawa,100,0,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3553.0,Peel,99.3,1.5,64,100
Thyroid,Males,50 to 59,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3560.0,Simcoe Muskoka,86.7,9.1,54.8,96.6
Thyroid,Males,50 to 59,2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3565.0,Region of Waterloo,94.9,6.1,55.5,99.5
Thyroid,Males,50 to 59,2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3568.0,Windsor-Essex County,100,0,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3570.0,York Region,100,0,suppressed,suppressed
Thyroid,Males,50 to 59,2014-18,3595.0,Toronto,98.3,1.3,92.5,99.6
Thyroid,Males,50 to 59,2014-18,35.0,All Ontario,97.4,0.9,94.7,98.7
Thyroid,Females,50 to 59,2014-18,3526.0,Algoma,97.8,3.6,57,99.9
Thyroid,Females,50 to 59,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3530.0,Durham Region,98.2,1.4,92.2,99.6
Thyroid,Females,50 to 59,2014-18,3533.0,Grey-Bruce,100,0,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3535.0,Haliburton Kawartha Pine Ridge,100,0,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3536.0,Halton Region,99,1.8,69.3,100
Thyroid,Females,50 to 59,2014-18,3537.0,Hamilton,90.1,6.2,68.5,97.2
Thyroid,Females,50 to 59,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3540.0,Chatham-Kent,93.6,6.5,59.9,99.2
Thyroid,Females,50 to 59,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3544.0,Middlesex-London,96.3,3.8,74.8,99.5
Thyroid,Females,50 to 59,2014-18,3546.0,Niagara Region,95.4,4.3,74,99.3
Thyroid,Females,50 to 59,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3551.0,Ottawa,95.3,3.4,81.1,98.9
Thyroid,Females,50 to 59,2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3553.0,Peel,99.8,0.5,78.8,100
Thyroid,Females,50 to 59,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3560.0,Simcoe Muskoka,100,0,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3561.0,Sudbury,100,0,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3562.0,Thunder Bay District,100,0,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3565.0,Region of Waterloo,100,0,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3566.0,Wellington-Dufferin-Guelph,96.9,3.3,76.4,99.6
Thyroid,Females,50 to 59,2014-18,3568.0,Windsor-Essex County,97,3.1,78.9,99.6
Thyroid,Females,50 to 59,2014-18,3570.0,York Region,100,0,suppressed,suppressed
Thyroid,Females,50 to 59,2014-18,3595.0,Toronto,99.1,0.8,95,99.8
Thyroid,Females,50 to 59,2014-18,35.0,All Ontario,99.2,0.4,97.8,99.7
Thyroid,Both sexes,60 to 69,2014-18,3526.0,Algoma,95,5.8,58.9,99.5
Thyroid,Both sexes,60 to 69,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,60 to 69,2014-18,3530.0,Durham Region,100,0,suppressed,suppressed
Thyroid,Both sexes,60 to 69,2014-18,3533.0,Grey-Bruce,95.2,6.1,52.6,99.6
Thyroid,Both sexes,60 to 69,2014-18,3534.0,Haldimand-Norfolk,93.6,6.5,59.9,99.2
Thyroid,Both sexes,60 to 69,2014-18,3535.0,Haliburton Kawartha Pine Ridge,100,0,suppressed,suppressed
Thyroid,Both sexes,60 to 69,2014-18,3536.0,Halton Region,97.8,2.9,73.5,99.8
Thyroid,Both sexes,60 to 69,2014-18,3537.0,Hamilton,93.5,6.2,63,99
Thyroid,Both sexes,60 to 69,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Thyroid,Both sexes,60 to 69,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
