"REF_DATE","GEO","DGUID","Sex","Primary types of cancer ","Trends","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada (excluding Quebec)","","Females","Kidney and renal pelvis","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916606","2.3.22.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Kidney and renal pelvis","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916607","2.3.22.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916610","2.3.23.1.1","-0.8","","","","1"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","First trend","Start year of period","Number","223","units","0","v1299916611","2.3.23.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","First trend","End year of period","Number","223","units","0","v1299916612","2.3.23.1.3","2006","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916615","2.3.23.2.1","1.6","","","","1"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Second trend","Start year of period","Number","223","units","0","v1299916616","2.3.23.2.2","2006","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Second trend","End year of period","Number","223","units","0","v1299916617","2.3.23.2.3","2014","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916620","2.3.23.3.1","-1.8","","","","1"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Third trend","Start year of period","Number","223","units","0","v1299916621","2.3.23.3.2","2014","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Third trend","End year of period","Number","223","units","0","v1299916622","2.3.23.3.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916625","2.3.23.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Fourth trend","Start year of period","Number","223","units","0","v1299916626","2.3.23.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Fourth trend","End year of period","Number","223","units","0","v1299916627","2.3.23.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916630","2.3.23.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Fifth trend","Start year of period","Number","223","units","0","v1299916631","2.3.23.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Fifth trend","End year of period","Number","223","units","0","v1299916632","2.3.23.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916635","2.3.23.6.1","-1.8","","","","1"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Latest trend","Start year of period","Number","223","units","0","v1299916636","2.3.23.6.2","2014","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Latest trend","End year of period","Number","223","units","0","v1299916637","2.3.23.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916640","2.3.23.7.1","-0.5","","","","1"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916641","2.3.23.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Overall trend since 1984","End year of period","Number","223","units","0","v1299916642","2.3.23.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916645","2.3.23.8.1","-0.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916646","2.3.23.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Brain and central nervous system","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916647","2.3.23.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916650","2.3.24.1.1","-0.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Thyroid","First trend","Start year of period","Number","223","units","0","v1299916651","2.3.24.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","First trend","End year of period","Number","223","units","0","v1299916652","2.3.24.1.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916655","2.3.24.2.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Second trend","Start year of period","Number","223","units","0","v1299916656","2.3.24.2.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Second trend","End year of period","Number","223","units","0","v1299916657","2.3.24.2.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916660","2.3.24.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Third trend","Start year of period","Number","223","units","0","v1299916661","2.3.24.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Third trend","End year of period","Number","223","units","0","v1299916662","2.3.24.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916665","2.3.24.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Fourth trend","Start year of period","Number","223","units","0","v1299916666","2.3.24.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Fourth trend","End year of period","Number","223","units","0","v1299916667","2.3.24.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916670","2.3.24.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Fifth trend","Start year of period","Number","223","units","0","v1299916671","2.3.24.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Fifth trend","End year of period","Number","223","units","0","v1299916672","2.3.24.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916675","2.3.24.6.1","-0.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Latest trend","Start year of period","Number","223","units","0","v1299916676","2.3.24.6.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Latest trend","End year of period","Number","223","units","0","v1299916677","2.3.24.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916680","2.3.24.7.1","-0.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916681","2.3.24.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Overall trend since 1984","End year of period","Number","223","units","0","v1299916682","2.3.24.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916685","2.3.24.8.1","-0.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916686","2.3.24.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Thyroid","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916687","2.3.24.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916690","2.3.25.1.1","-3.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","First trend","Start year of period","Number","223","units","0","v1299916691","2.3.25.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","First trend","End year of period","Number","223","units","0","v1299916692","2.3.25.1.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916695","2.3.25.2.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Second trend","Start year of period","Number","223","units","0","v1299916696","2.3.25.2.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Second trend","End year of period","Number","223","units","0","v1299916697","2.3.25.2.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916700","2.3.25.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Third trend","Start year of period","Number","223","units","0","v1299916701","2.3.25.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Third trend","End year of period","Number","223","units","0","v1299916702","2.3.25.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916705","2.3.25.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Fourth trend","Start year of period","Number","223","units","0","v1299916706","2.3.25.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Fourth trend","End year of period","Number","223","units","0","v1299916707","2.3.25.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916710","2.3.25.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Fifth trend","Start year of period","Number","223","units","0","v1299916711","2.3.25.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Fifth trend","End year of period","Number","223","units","0","v1299916712","2.3.25.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916715","2.3.25.6.1","-3.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Latest trend","Start year of period","Number","223","units","0","v1299916716","2.3.25.6.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Latest trend","End year of period","Number","223","units","0","v1299916717","2.3.25.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916720","2.3.25.7.1","-3.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916721","2.3.25.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Overall trend since 1984","End year of period","Number","223","units","0","v1299916722","2.3.25.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916725","2.3.25.8.1","-3.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916726","2.3.25.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Hodgkin lymphoma","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916727","2.3.25.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916730","2.3.26.1.1","2.3","","","","1"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","First trend","Start year of period","Number","223","units","0","v1299916731","2.3.26.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","First trend","End year of period","Number","223","units","0","v1299916732","2.3.26.1.3","1997","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916735","2.3.26.2.1","-2.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Second trend","Start year of period","Number","223","units","0","v1299916736","2.3.26.2.2","1997","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Second trend","End year of period","Number","223","units","0","v1299916737","2.3.26.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916740","2.3.26.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Third trend","Start year of period","Number","223","units","0","v1299916741","2.3.26.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Third trend","End year of period","Number","223","units","0","v1299916742","2.3.26.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916745","2.3.26.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Fourth trend","Start year of period","Number","223","units","0","v1299916746","2.3.26.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Fourth trend","End year of period","Number","223","units","0","v1299916747","2.3.26.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916750","2.3.26.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Fifth trend","Start year of period","Number","223","units","0","v1299916751","2.3.26.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Fifth trend","End year of period","Number","223","units","0","v1299916752","2.3.26.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916755","2.3.26.6.1","-2.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Latest trend","Start year of period","Number","223","units","0","v1299916756","2.3.26.6.2","1997","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Latest trend","End year of period","Number","223","units","0","v1299916757","2.3.26.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916760","2.3.26.7.1","-0.5","","","","1"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916761","2.3.26.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Overall trend since 1984","End year of period","Number","223","units","0","v1299916762","2.3.26.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916765","2.3.26.8.1","-2.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916766","2.3.26.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Non-Hodgkin lymphoma
","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916767","2.3.26.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916770","2.3.27.1.1","-0.1","","","","1"
"2021","Canada (excluding Quebec)","","Females","Myeloma","First trend","Start year of period","Number","223","units","0","v1299916771","2.3.27.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","First trend","End year of period","Number","223","units","0","v1299916772","2.3.27.1.3","2002","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916775","2.3.27.2.1","-1.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Second trend","Start year of period","Number","223","units","0","v1299916776","2.3.27.2.2","2002","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Second trend","End year of period","Number","223","units","0","v1299916777","2.3.27.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916780","2.3.27.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Third trend","Start year of period","Number","223","units","0","v1299916781","2.3.27.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Third trend","End year of period","Number","223","units","0","v1299916782","2.3.27.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916785","2.3.27.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Fourth trend","Start year of period","Number","223","units","0","v1299916786","2.3.27.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Fourth trend","End year of period","Number","223","units","0","v1299916787","2.3.27.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916790","2.3.27.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Fifth trend","Start year of period","Number","223","units","0","v1299916791","2.3.27.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Fifth trend","End year of period","Number","223","units","0","v1299916792","2.3.27.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916795","2.3.27.6.1","-1.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Latest trend","Start year of period","Number","223","units","0","v1299916796","2.3.27.6.2","2002","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Latest trend","End year of period","Number","223","units","0","v1299916797","2.3.27.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916800","2.3.27.7.1","-0.9","","","","1"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916801","2.3.27.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Overall trend since 1984","End year of period","Number","223","units","0","v1299916802","2.3.27.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916805","2.3.27.8.1","-1.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916806","2.3.27.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Myeloma","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916807","2.3.27.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916810","2.3.28.1.1","-1.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Leukemia","First trend","Start year of period","Number","223","units","0","v1299916811","2.3.28.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","First trend","End year of period","Number","223","units","0","v1299916812","2.3.28.1.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916815","2.3.28.2.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Second trend","Start year of period","Number","223","units","0","v1299916816","2.3.28.2.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Second trend","End year of period","Number","223","units","0","v1299916817","2.3.28.2.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916820","2.3.28.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Third trend","Start year of period","Number","223","units","0","v1299916821","2.3.28.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Third trend","End year of period","Number","223","units","0","v1299916822","2.3.28.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916825","2.3.28.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Fourth trend","Start year of period","Number","223","units","0","v1299916826","2.3.28.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Fourth trend","End year of period","Number","223","units","0","v1299916827","2.3.28.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916830","2.3.28.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Fifth trend","Start year of period","Number","223","units","0","v1299916831","2.3.28.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Fifth trend","End year of period","Number","223","units","0","v1299916832","2.3.28.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916835","2.3.28.6.1","-1.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Latest trend","Start year of period","Number","223","units","0","v1299916836","2.3.28.6.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Latest trend","End year of period","Number","223","units","0","v1299916837","2.3.28.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916840","2.3.28.7.1","-1.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916841","2.3.28.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Overall trend since 1984","End year of period","Number","223","units","0","v1299916842","2.3.28.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916845","2.3.28.8.1","-1.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916846","2.3.28.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Leukemia","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916847","2.3.28.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916850","2.3.29.1.1","-1.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","First trend","Start year of period","Number","223","units","0","v1299916851","2.3.29.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","First trend","End year of period","Number","223","units","0","v1299916852","2.3.29.1.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916855","2.3.29.2.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Second trend","Start year of period","Number","223","units","0","v1299916856","2.3.29.2.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Second trend","End year of period","Number","223","units","0","v1299916857","2.3.29.2.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916860","2.3.29.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Third trend","Start year of period","Number","223","units","0","v1299916861","2.3.29.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Third trend","End year of period","Number","223","units","0","v1299916862","2.3.29.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916865","2.3.29.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Fourth trend","Start year of period","Number","223","units","0","v1299916866","2.3.29.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Fourth trend","End year of period","Number","223","units","0","v1299916867","2.3.29.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916870","2.3.29.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Fifth trend","Start year of period","Number","223","units","0","v1299916871","2.3.29.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Fifth trend","End year of period","Number","223","units","0","v1299916872","2.3.29.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916875","2.3.29.6.1","-1.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Latest trend","Start year of period","Number","223","units","0","v1299916876","2.3.29.6.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Latest trend","End year of period","Number","223","units","0","v1299916877","2.3.29.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916880","2.3.29.7.1","-1.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916881","2.3.29.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Overall trend since 1984","End year of period","Number","223","units","0","v1299916882","2.3.29.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916885","2.3.29.8.1","-1.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916886","2.3.29.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute lymphocytic leukemia","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916887","2.3.29.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916890","2.3.30.1.1","0.9","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","First trend","Start year of period","Number","223","units","0","v1299916891","2.3.30.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","First trend","End year of period","Number","223","units","0","v1299916892","2.3.30.1.3","2003","","","","0"
